year,season,month,day,day_name,weekend,divvy_total_users,bluebikes_total_users,,,,Row Labels,Sum of divvy_total_users,Sum of bluebikes_total_users
2018,Summer,Jun,3,sunday,TRUE,16823,2872,,,,,,
2018,Summer,Jun,4,monday,FALSE,18520,5728,,,,,,
2018,Summer,Jun,5,tuesday,FALSE,15717,7070,,,,,,
2018,Summer,Jun,6,wednesday,FALSE,17181,7590,,,,,,
2018,Summer,Jun,7,thursday,FALSE,18125,7880,,,,,,
2018,Summer,Jun,8,friday,FALSE,14109,6572,,,,,,
2018,Summer,Jun,9,saturday,TRUE,12661,6256,,,,,,
2018,Summer,Jun,10,sunday,TRUE,6404,7307,,,,,,
2018,Summer,Jun,11,monday,FALSE,12235,8161,,,,,,
2018,Summer,Jun,12,tuesday,FALSE,15974,7421,,,,,,
2018,Summer,Jun,13,wednesday,FALSE,18477,8010,,,,,,
2018,Summer,Jun,14,thursday,FALSE,17658,7046,,,,,,
2018,Summer,Jun,15,friday,FALSE,18221,6486,,,,,,
2018,Summer,Jun,16,saturday,TRUE,17939,5853,,,,,,
2018,Summer,Jun,17,sunday,TRUE,12901,6644,,,,,,
2018,Summer,Jun,18,monday,FALSE,13838,7950,,,,,,
2018,Summer,Jun,19,tuesday,FALSE,16034,8548,,,,,,
2018,Summer,Jun,20,wednesday,FALSE,17526,8700,,,,,,
2018,Summer,Jun,21,thursday,FALSE,6735,8626,,,,,,
2018,Summer,Jun,22,friday,FALSE,8046,4645,,,,,,
2018,Summer,Jun,23,saturday,TRUE,17995,5423,,,,,,
2018,Summer,Jun,24,sunday,TRUE,18506,8085,,,,,,
2018,Summer,Jun,25,monday,FALSE,17385,9162,,,,,,
2018,Summer,Jun,26,tuesday,FALSE,13276,8318,,,,,,
2018,Summer,Jun,27,wednesday,FALSE,17566,4375,,,,,,
2018,Summer,Jun,28,thursday,FALSE,18097,7882,,,,,,
2018,Summer,Jun,29,friday,FALSE,16588,5897,,,,,,
2018,Summer,Jun,30,saturday,TRUE,15136,5305,,,,,,
2018,Summer,Aug,1,sunday,TRUE,11652,7798,,,,,,
2018,Summer,Aug,2,monday,FALSE,18616,7036,,,,,,
2018,Summer,Aug,3,tuesday,FALSE,18108,6650,,,,,,
2018,Summer,Aug,4,wednesday,FALSE,15513,6976,,,,,,
2018,Summer,Aug,5,thursday,FALSE,14231,6286,,,,,,
2018,Summer,Aug,6,friday,FALSE,19229,6995,,,,,,
2018,Summer,Aug,7,saturday,TRUE,20018,6675,,,,,,
2018,Summer,Aug,8,sunday,TRUE,17734,8375,,,,,,
2018,Summer,Aug,9,monday,FALSE,17549,8287,,,,,,
2018,Summer,Aug,10,tuesday,FALSE,18316,9262,,,,,,
2018,Summer,Aug,11,wednesday,FALSE,18856,9588,,,,,,
2018,Summer,Aug,12,thursday,FALSE,18256,9276,,,,,,
2018,Summer,Aug,13,friday,FALSE,18047,7675,,,,,,
2018,Summer,Aug,14,saturday,TRUE,12338,6898,,,,,,
2018,Summer,Aug,15,sunday,TRUE,16564,8894,,,,,,
2018,Summer,Aug,16,monday,FALSE,16695,4964,,,,,,
2018,Summer,Aug,17,tuesday,FALSE,18705,9415,,,,,,
2018,Summer,Aug,18,wednesday,FALSE,19768,9545,,,,,,
2018,Summer,Aug,19,thursday,FALSE,19112,9481,,,,,,
2018,Summer,Aug,20,friday,FALSE,14854,8021,,,,,,
2018,Summer,Aug,21,saturday,TRUE,15114,3466,,,,,,
2018,Summer,Aug,22,sunday,TRUE,10755,7918,,,,,,
2018,Summer,Aug,23,monday,FALSE,19456,8956,,,,,,
2018,Summer,Aug,24,tuesday,FALSE,19741,8094,,,,,,
2018,Summer,Aug,25,wednesday,FALSE,19732,7487,,,,,,
2018,Summer,Aug,26,thursday,FALSE,19892,9096,,,,,,
2018,Summer,Aug,27,friday,FALSE,19712,7558,,,,,,
2018,Summer,Aug,28,saturday,TRUE,20663,7718,,,,,,
2018,Summer,Aug,29,sunday,TRUE,18225,9356,,,,,,
2018,Summer,Aug,30,monday,FALSE,19782,9865,,,,,,
2018,Summer,Aug,31,tuesday,FALSE,17470,9427,,,,,,
2018,Summer,Aug,1,wednesday,FALSE,19192,8765,,,,,,
2018,Summer,Aug,2,thursday,FALSE,19916,8330,,,,,,
2018,Summer,Aug,3,friday,FALSE,19790,5072,,,,,,
2018,Summer,Aug,4,saturday,TRUE,17783,7120,,,,,,
2018,Summer,Aug,5,sunday,TRUE,15419,8057,,,,,,
2018,Summer,Aug,6,monday,FALSE,15206,8473,,,,,,
2018,Summer,Aug,7,tuesday,FALSE,14467,7596,,,,,,
2018,Summer,Aug,8,wednesday,FALSE,19929,8500,,,,,,
2018,Summer,Aug,9,thursday,FALSE,17646,8781,,,,,,
2018,Summer,Aug,10,friday,FALSE,19250,3207,,,,,,
2018,Summer,Aug,11,saturday,TRUE,20204,3716,,,,,,
2018,Summer,Aug,12,sunday,TRUE,17961,6034,,,,,,
2018,Summer,Aug,13,monday,FALSE,18860,8077,,,,,,
2018,Summer,Aug,14,tuesday,FALSE,19185,8811,,,,,,
2018,Summer,Aug,15,wednesday,FALSE,15556,8550,,,,,,
2018,Summer,Aug,16,thursday,FALSE,18183,7552,,,,,,
2018,Summer,Aug,17,friday,FALSE,17607,5066,,,,,,
2018,Summer,Aug,18,saturday,TRUE,18280,6864,,,,,,
2018,Summer,Aug,19,sunday,TRUE,17123,8616,,,,,,
2018,Summer,Aug,20,monday,FALSE,13021,8979,,,,,,
2018,Summer,Aug,21,tuesday,FALSE,16341,6598,,,,,,
2018,Summer,Aug,22,wednesday,FALSE,18858,9048,,,,,,
2018,Summer,Aug,23,thursday,FALSE,18993,8536,,,,,,
2018,Summer,Aug,24,friday,FALSE,14131,7429,,,,,,
2018,Summer,Aug,25,saturday,TRUE,15969,7009,,,,,,
2018,Summer,Aug,26,sunday,TRUE,14106,8182,,,,,,
2018,Summer,Aug,27,monday,FALSE,16289,8311,,,,,,
2018,Summer,Aug,28,tuesday,FALSE,13075,7939,,,,,,
2018,Summer,Aug,29,wednesday,FALSE,14344,8698,,,,,,
2018,Summer,Aug,30,thursday,FALSE,17931,8733,,,,,,
2018,Summer,Aug,31,friday,FALSE,16140,6762,,,,,,
2018,Autumn,Sep,1,saturday,TRUE,8649,7729,,,,,,
2018,Autumn,Sep,2,sunday,TRUE,16595,6862,,,,,,
2018,Autumn,Sep,3,monday,FALSE,9163,9385,,,,,,
2018,Autumn,Sep,4,tuesday,FALSE,15908,9603,,,,,,
2018,Autumn,Sep,5,wednesday,FALSE,14771,7549,,,,,,
2018,Autumn,Sep,6,thursday,FALSE,9783,9720,,,,,,
2018,Autumn,Sep,7,friday,FALSE,12908,7559,,,,,,
2018,Autumn,Sep,8,saturday,TRUE,11891,6534,,,,,,
2018,Autumn,Sep,9,sunday,TRUE,11586,5962,,,,,,
2018,Autumn,Sep,10,monday,FALSE,16576,8349,,,,,,
2018,Autumn,Sep,11,tuesday,FALSE,18223,7400,,,,,,
2018,Autumn,Sep,12,wednesday,FALSE,18407,9208,,,,,,
2018,Autumn,Sep,13,thursday,FALSE,18068,9975,,,,,,
2018,Autumn,Sep,14,friday,FALSE,18572,8187,,,,,,
2018,Autumn,Sep,15,saturday,TRUE,17580,7972,,,,,,
2018,Autumn,Sep,16,sunday,TRUE,14916,9377,,,,,,
2018,Autumn,Sep,17,monday,FALSE,18237,5996,,,,,,
2018,Autumn,Sep,18,tuesday,FALSE,16357,8466,,,,,,
2018,Autumn,Sep,19,wednesday,FALSE,15425,9193,,,,,,
2018,Autumn,Sep,20,thursday,FALSE,16984,9507,,,,,,
2018,Autumn,Sep,21,friday,FALSE,16685,7889,,,,,,
2018,Autumn,Sep,22,saturday,TRUE,14524,6665,,,,,,
2018,Autumn,Sep,23,sunday,TRUE,13542,7763,,,,,,
2018,Autumn,Sep,24,monday,FALSE,15084,4064,,,,,,
2018,Autumn,Sep,25,tuesday,FALSE,12787,8727,,,,,,
2018,Autumn,Sep,26,wednesday,FALSE,16513,9096,,,,,,
2018,Autumn,Sep,27,thursday,FALSE,16697,5674,,,,,,
2018,Autumn,Sep,28,friday,FALSE,11031,7694,,,,,,
2018,Autumn,Sep,29,saturday,TRUE,11357,7315,,,,,,
2018,Autumn,Sep,30,sunday,TRUE,9293,6685,,,,,,
2018,Autumn,Oct,1,monday,FALSE,14865,4894,,,,,,
2018,Autumn,Oct,2,tuesday,FALSE,15178,7937,,,,,,
2018,Autumn,Oct,3,wednesday,FALSE,16852,8830,,,,,,
2018,Autumn,Oct,4,thursday,FALSE,14322,8682,,,,,,
2018,Autumn,Oct,5,friday,FALSE,9710,6729,,,,,,
2018,Autumn,Oct,6,saturday,TRUE,8454,5652,,,,,,
2018,Autumn,Oct,7,sunday,TRUE,7960,5512,,,,,,
2018,Autumn,Oct,8,monday,FALSE,16063,8874,,,,,,
2018,Autumn,Oct,9,tuesday,FALSE,16495,9474,,,,,,
2018,Autumn,Oct,10,wednesday,FALSE,12018,5725,,,,,,
2018,Autumn,Oct,11,thursday,FALSE,12165,7248,,,,,,
2018,Autumn,Oct,12,friday,FALSE,9478,4024,,,,,,
2018,Autumn,Oct,13,saturday,TRUE,8271,5794,,,,,,
2018,Autumn,Oct,14,sunday,TRUE,8622,7163,,,,,,
2018,Autumn,Oct,15,monday,FALSE,10600,7925,,,,,,
2018,Autumn,Oct,16,tuesday,FALSE,11785,7688,,,,,,
2018,Autumn,Oct,17,wednesday,FALSE,11669,6495,,,,,,
2018,Autumn,Oct,18,thursday,FALSE,12644,7580,,,,,,
2018,Autumn,Oct,19,friday,FALSE,9668,6916,,,,,,
2018,Autumn,Oct,20,saturday,TRUE,5840,4119,,,,,,
2018,Autumn,Oct,21,sunday,TRUE,6520,6436,,,,,,
2018,Autumn,Oct,22,monday,FALSE,12653,5833,,,,,,
2018,Autumn,Oct,23,tuesday,FALSE,12026,6340,,,,,,
2018,Autumn,Oct,24,wednesday,FALSE,11308,6740,,,,,,
2018,Autumn,Oct,25,thursday,FALSE,11194,6473,,,,,,
2018,Autumn,Oct,26,friday,FALSE,10993,760,,,,,,
2018,Autumn,Oct,27,saturday,TRUE,7709,4126,,,,,,
2018,Autumn,Oct,28,sunday,TRUE,4629,5164,,,,,,
2018,Autumn,Oct,29,monday,FALSE,11426,6838,,,,,,
2018,Autumn,Oct,30,tuesday,FALSE,12178,7444,,,,,,
2018,Autumn,Oct,31,wednesday,FALSE,11645,7099,,,,,,
2018,Autumn,Nov,1,thursday,FALSE,10982,6288,,,,,,
2018,Autumn,Nov,2,friday,FALSE,10174,3250,,,,,,
2018,Autumn,Nov,3,saturday,TRUE,7416,4789,,,,,,
2018,Autumn,Nov,4,sunday,TRUE,2340,5076,,,,,,
2018,Autumn,Nov,5,monday,FALSE,9684,4506,,,,,,
2018,Autumn,Nov,6,tuesday,FALSE,8917,7717,,,,,,
2018,Autumn,Nov,7,wednesday,FALSE,8696,7071,,,,,,
2018,Autumn,Nov,8,thursday,FALSE,9052,5340,,,,,,
2018,Autumn,Nov,9,friday,FALSE,5725,3117,,,,,,
2018,Autumn,Nov,10,saturday,TRUE,3558,3216,,,,,,
2018,Autumn,Nov,11,sunday,TRUE,3682,5209,,,,,,
2018,Autumn,Nov,12,monday,FALSE,6781,3316,,,,,,
2018,Autumn,Nov,13,tuesday,FALSE,6523,4841,,,,,,
2018,Autumn,Nov,14,wednesday,FALSE,7133,4504,,,,,,
2018,Autumn,Nov,15,thursday,FALSE,6210,2880,,,,,,
2018,Autumn,Nov,16,friday,FALSE,7325,3557,,,,,,
2018,Autumn,Nov,17,saturday,TRUE,2491,3001,,,,,,
2018,Autumn,Nov,18,sunday,TRUE,3460,3442,,,,,,
2018,Autumn,Nov,19,monday,FALSE,6765,2281,,,,,,
2018,Autumn,Nov,20,tuesday,FALSE,6429,3246,,,,,,
2018,Autumn,Nov,21,wednesday,FALSE,5050,555,,,,,,
2018,Autumn,Nov,22,thursday,FALSE,1294,1259,,,,,,
2018,Autumn,Nov,23,friday,FALSE,2824,1937,,,,,,
2018,Autumn,Nov,24,saturday,TRUE,3059,1629,,,,,,
2018,Autumn,Nov,25,sunday,TRUE,1374,3286,,,,,,
2018,Autumn,Nov,26,monday,FALSE,1873,4496,,,,,,
2018,Autumn,Nov,27,tuesday,FALSE,3837,4994,,,,,,
2018,Autumn,Nov,28,wednesday,FALSE,4534,4805,,,,,,
2018,Autumn,Nov,29,thursday,FALSE,5309,4712,,,,,,
2018,Autumn,Nov,30,friday,FALSE,6277,3208,,,,,,
2018,Winter,Dec,1,saturday,TRUE,1713,1448,,,,,,
2018,Winter,Dec,2,sunday,TRUE,2542,5128,,,,,,
2018,Winter,Dec,3,monday,FALSE,5306,4386,,,,,,
2018,Winter,Dec,4,tuesday,FALSE,6152,4190,,,,,,
2018,Winter,Dec,5,wednesday,FALSE,6008,4311,,,,,,
2018,Winter,Dec,6,thursday,FALSE,5946,3987,,,,,,
2018,Winter,Dec,7,friday,FALSE,4915,1979,,,,,,
2018,Winter,Dec,8,saturday,TRUE,2777,1855,,,,,,
2018,Winter,Dec,9,sunday,TRUE,2914,3934,,,,,,
2018,Winter,Dec,10,monday,FALSE,5684,4158,,,,,,
2018,Winter,Dec,11,tuesday,FALSE,6270,4038,,,,,,
2018,Winter,Dec,12,wednesday,FALSE,6417,3873,,,,,,
2018,Winter,Dec,13,thursday,FALSE,5934,4183,,,,,,
2018,Winter,Dec,14,friday,FALSE,5870,2829,,,,,,
2018,Winter,Dec,15,saturday,TRUE,4079,1501,,,,,,
2018,Winter,Dec,16,sunday,TRUE,4072,3376,,,,,,
2018,Winter,Dec,17,monday,FALSE,6884,2952,,,,,,
2018,Winter,Dec,18,tuesday,FALSE,6941,3476,,,,,,
2018,Winter,Dec,19,wednesday,FALSE,7242,3798,,,,,,
2018,Winter,Dec,20,thursday,FALSE,6551,1298,,,,,,
2018,Winter,Dec,21,friday,FALSE,4536,1538,,,,,,
2018,Winter,Dec,22,saturday,TRUE,2252,1064,,,,,,
2018,Winter,Dec,23,sunday,TRUE,1814,979,,,,,,
2018,Winter,Dec,24,monday,FALSE,1743,600,,,,,,
2018,Winter,Dec,25,tuesday,FALSE,1209,1315,,,,,,
2018,Winter,Dec,26,wednesday,FALSE,3546,1687,,,,,,
2018,Winter,Dec,27,thursday,FALSE,2332,871,,,,,,
2018,Winter,Dec,28,friday,FALSE,3215,1504,,,,,,
2018,Winter,Dec,29,saturday,TRUE,1340,951,,,,,,
2018,Winter,Dec,30,sunday,TRUE,1586,1544,,,,,,
2018,Winter,Dec,31,monday,FALSE,1182,1305,,,,,,
2019,Winter,Jan ,1,tuesday,FALSE,1312,2632,,,,,,
2019,Winter,Jan ,2,wednesday,FALSE,4170,3005,,,,,,
2019,Winter,Jan ,3,thursday,FALSE,5618,3397,,,,,,
2019,Winter,Jan ,4,friday,FALSE,6793,786,,,,,,
2019,Winter,Jan ,5,saturday,TRUE,6179,1631,,,,,,
2019,Winter,Jan ,6,sunday,TRUE,3677,2874,,,,,,
2019,Winter,Jan ,7,monday,FALSE,4731,2981,,,,,,
2019,Winter,Jan ,8,tuesday,FALSE,6951,3385,,,,,,
2019,Winter,Jan ,9,wednesday,FALSE,5100,3332,,,,,,
2019,Winter,Jan ,10,thursday,FALSE,5245,2640,,,,,,
2019,Winter,Jan ,11,friday,FALSE,5750,1236,,,,,,
2019,Winter,Jan ,12,saturday,TRUE,1394,1169,,,,,,
2019,Winter,Jan ,13,sunday,TRUE,1759,3008,,,,,,
2019,Winter,Jan ,14,monday,FALSE,5074,3310,,,,,,
2019,Winter,Jan ,15,tuesday,FALSE,5246,3555,,,,,,
2019,Winter,Jan ,16,wednesday,FALSE,5725,3144,,,,,,
2019,Winter,Jan ,17,thursday,FALSE,5682,3292,,,,,,
2019,Winter,Jan ,18,friday,FALSE,4993,1377,,,,,,
2019,Winter,Jan ,19,saturday,TRUE,528,155,,,,,,
2019,Winter,Jan ,20,sunday,TRUE,757,969,,,,,,
2019,Winter,Jan ,21,monday,FALSE,1646,1814,,,,,,
2019,Winter,Jan ,22,tuesday,FALSE,2883,1493,,,,,,
2019,Winter,Jan ,23,wednesday,FALSE,2995,3019,,,,,,
2019,Winter,Jan ,24,thursday,FALSE,3210,1731,,,,,,
2019,Winter,Jan ,25,friday,FALSE,1726,1913,,,,,,
2019,Winter,Jan ,26,saturday,TRUE,826,3268,,,,,,
2019,Winter,Jan ,27,sunday,TRUE,708,3244,,,,,,
2019,Winter,Jan ,28,monday,FALSE,1034,2560,,,,,,
2019,Winter,Jan ,29,tuesday,FALSE,1041,1647,,,,,,
2019,Winter,Jan ,30,wednesday,FALSE,165,2213,,,,,,
2019,Winter,Jan ,31,thursday,FALSE,354,1579,,,,,,
2019,Winter,Feb,1,friday,FALSE,1790,2095,,,,,,
2019,Winter,Feb,2,saturday,TRUE,1905,4786,,,,,,
2019,Winter,Feb,3,sunday,TRUE,2582,5900,,,,,,
2019,Winter,Feb,4,monday,FALSE,5594,4065,,,,,,
2019,Winter,Feb,5,tuesday,FALSE,5248,3740,,,,,,
2019,Winter,Feb,6,wednesday,FALSE,5484,3864,,,,,,
2019,Winter,Feb,7,thursday,FALSE,3956,1825,,,,,,
2019,Winter,Feb,8,friday,FALSE,2882,1977,,,,,,
2019,Winter,Feb,9,saturday,TRUE,1948,3797,,,,,,
2019,Winter,Feb,10,sunday,TRUE,1417,2172,,,,,,
2019,Winter,Feb,11,monday,FALSE,4071,2636,,,,,,
2019,Winter,Feb,12,tuesday,FALSE,2368,3633,,,,,,
2019,Winter,Feb,13,wednesday,FALSE,3681,3395,,,,,,
2019,Winter,Feb,14,thursday,FALSE,5710,2350,,,,,,
2019,Winter,Feb,15,friday,FALSE,3748,2097,,,,,,
2019,Winter,Feb,16,saturday,TRUE,2240,955,,,,,,
2019,Winter,Feb,17,sunday,TRUE,1002,2801,,,,,,
2019,Winter,Feb,18,monday,FALSE,2227,3164,,,,,,
2019,Winter,Feb,19,tuesday,FALSE,4539,2907,,,,,,
2019,Winter,Feb,20,wednesday,FALSE,3393,3750,,,,,,
2019,Winter,Feb,21,thursday,FALSE,5031,2413,,,,,,
2019,Winter,Feb,22,friday,FALSE,5253,1078,,,,,,
2019,Winter,Feb,23,saturday,TRUE,1314,2899,,,,,,
2019,Winter,Feb,24,sunday,TRUE,1386,3053,,,,,,
2019,Winter,Feb,25,monday,FALSE,3878,2982,,,,,,
2019,Winter,Feb,26,tuesday,FALSE,4183,2340,,,,,,
2019,Winter,Feb,27,wednesday,FALSE,4790,3201,,,,,,
2019,Winter,Feb,28,thursday,FALSE,4566,834,,,,,,
2019,Spring,Mar,1,friday,FALSE,4989,1853,,,,,,
2019,Spring,Mar,2,saturday,TRUE,2443,1260,,,,,,
2019,Spring,Mar,3,sunday,TRUE,1649,2726,,,,,,
2019,Spring,Mar,4,monday,FALSE,2721,2625,,,,,,
2019,Spring,Mar,5,tuesday,FALSE,3556,2762,,,,,,
2019,Spring,Mar,6,wednesday,FALSE,4395,2867,,,,,,
2019,Spring,Mar,7,thursday,FALSE,4754,2106,,,,,,
2019,Spring,Mar,8,friday,FALSE,4992,670,,,,,,
2019,Spring,Mar,9,saturday,TRUE,2085,3733,,,,,,
2019,Spring,Mar,10,sunday,TRUE,2263,3868,,,,,,
2019,Spring,Mar,11,monday,FALSE,6235,3892,,,,,,
2019,Spring,Mar,12,tuesday,FALSE,7815,4505,,,,,,
2019,Spring,Mar,13,wednesday,FALSE,6354,4583,,,,,,
2019,Spring,Mar,14,thursday,FALSE,6887,2728,,,,,,
2019,Spring,Mar,15,friday,FALSE,5510,2337,,,,,,
2019,Spring,Mar,16,saturday,TRUE,4243,3774,,,,,,
2019,Spring,Mar,17,sunday,TRUE,4544,4127,,,,,,
2019,Spring,Mar,18,monday,FALSE,7020,4528,,,,,,
2019,Spring,Mar,19,tuesday,FALSE,8543,4448,,,,,,
2019,Spring,Mar,20,wednesday,FALSE,4970,2026,,,,,,
2019,Spring,Mar,21,thursday,FALSE,6555,2274,,,,,,
2019,Spring,Mar,22,friday,FALSE,6971,3619,,,,,,
2019,Spring,Mar,23,saturday,TRUE,6668,4579,,,,,,
2019,Spring,Mar,24,sunday,TRUE,3251,4392,,,,,,
2019,Spring,Mar,25,monday,FALSE,6168,4431,,,,,,
2019,Spring,Mar,26,tuesday,FALSE,7320,4864,,,,,,
2019,Spring,Mar,27,wednesday,FALSE,9192,4196,,,,,,
2019,Spring,Mar,28,thursday,FALSE,9335,5924,,,,,,
2019,Spring,Mar,29,friday,FALSE,7650,2637,,,,,,
2019,Spring,Mar,30,saturday,TRUE,3529,4698,,,,,,
2019,Spring,Mar,31,sunday,TRUE,3004,5501,,,,,,
2019,Spring,Apr,1,monday,FALSE,7560,4918,,,,,,
2019,Spring,Apr,2,tuesday,FALSE,8696,5357,,,,,,
2019,Spring,Apr,3,wednesday,FALSE,9217,4868,,,,,,
2019,Spring,Apr,4,thursday,FALSE,4675,6227,,,,,,
2019,Spring,Apr,5,friday,FALSE,8616,5708,,,,,,
2019,Spring,Apr,6,saturday,TRUE,10132,2778,,,,,,
2019,Spring,Apr,7,sunday,TRUE,6604,4446,,,,,,
2019,Spring,Apr,8,monday,FALSE,13947,5112,,,,,,
2019,Spring,Apr,9,tuesday,FALSE,13327,6169,,,,,,
2019,Spring,Apr,10,wednesday,FALSE,6212,5734,,,,,,
2019,Spring,Apr,11,thursday,FALSE,8699,7081,,,,,,
2019,Spring,Apr,12,friday,FALSE,8604,6480,,,,,,
2019,Spring,Apr,13,saturday,TRUE,8363,4649,,,,,,
2019,Spring,Apr,14,sunday,TRUE,692,6479,,,,,,
2019,Spring,Apr,15,monday,FALSE,8706,7267,,,,,,
2019,Spring,Apr,16,tuesday,FALSE,12179,5543,,,,,,
2019,Spring,Apr,17,wednesday,FALSE,12467,7450,,,,,,
2019,Spring,Apr,18,thursday,FALSE,6478,3650,,,,,,
2019,Spring,Apr,19,friday,FALSE,6515,5370,,,,,,
2019,Spring,Apr,20,saturday,TRUE,8152,3508,,,,,,
2019,Spring,Apr,21,sunday,TRUE,13159,6243,,,,,,
2019,Spring,Apr,22,monday,FALSE,14617,7951,,,,,,
2019,Spring,Apr,23,tuesday,FALSE,11029,8312,,,,,,
2019,Spring,Apr,24,wednesday,FALSE,12080,3374,,,,,,
2019,Spring,Apr,25,thursday,FALSE,12646,4653,,,,,,
2019,Spring,Apr,26,friday,FALSE,13726,4058,,,,,,
2019,Spring,Apr,27,saturday,TRUE,1633,7379,,,,,,
2019,Spring,Apr,28,sunday,TRUE,6635,5731,,,,,,
2019,Spring,Apr,29,monday,FALSE,5169,7244,,,,,,
2019,Spring,Apr,30,tuesday,FALSE,4775,5454,,,,,,
2019,Spring,May,1,wednesday,FALSE,8854,6074,,,,,,
2019,Spring,May,2,thursday,FALSE,6064,5386,,,,,,
2019,Spring,May,3,friday,FALSE,10254,4649,,,,,,
2019,Spring,May,4,saturday,TRUE,11370,7883,,,,,,
2019,Spring,May,5,sunday,TRUE,16370,7842,,,,,,
2019,Spring,May,6,monday,FALSE,10751,8909,,,,,,
2019,Spring,May,7,tuesday,FALSE,8073,8415,,,,,,
2019,Spring,May,8,wednesday,FALSE,10803,7120,,,,,,
2019,Spring,May,9,thursday,FALSE,11687,8162,,,,,,
2019,Spring,May,10,friday,FALSE,11441,1464,,,,,,
2019,Spring,May,11,saturday,TRUE,5125,5208,,,,,,
2019,Spring,May,12,sunday,TRUE,4939,4803,,,,,,
2019,Spring,May,13,monday,FALSE,12645,7929,,,,,,
2019,Spring,May,14,tuesday,FALSE,14973,8749,,,,,,
2019,Spring,May,15,wednesday,FALSE,16457,5847,,,,,,
2019,Spring,May,16,thursday,FALSE,13987,9009,,,,,,
2019,Spring,May,17,friday,FALSE,9201,5891,,,,,,
2019,Spring,May,18,saturday,TRUE,10365,8468,,,,,,
2019,Spring,May,19,sunday,TRUE,9514,9426,,,,,,
2019,Spring,May,20,monday,FALSE,12202,9019,,,,,,
2019,Spring,May,21,tuesday,FALSE,8386,8247,,,,,,
2019,Spring,May,22,wednesday,FALSE,17102,7921,,,,,,
2019,Spring,May,23,thursday,FALSE,17999,7747,,,,,,
2019,Spring,May,24,friday,FALSE,11301,7822,,,,,,
2019,Spring,May,25,saturday,TRUE,16482,8247,,,,,,
2019,Spring,May,26,sunday,TRUE,12761,4530,,,,,,
2019,Spring,May,27,monday,FALSE,7323,7600,,,,,,
2019,Spring,May,28,tuesday,FALSE,10875,8565,,,,,,
2019,Spring,May,29,wednesday,FALSE,14717,9454,,,,,,
2019,Spring,May,30,thursday,FALSE,16271,7403,,,,,,
2019,Spring,May,31,friday,FALSE,19166,6950,,,,,,
2019,Summer,Jun,1,saturday,TRUE,11292,9369,,,,,,
2019,Summer,Jun,2,sunday,TRUE,16173,10059,,,,,,
2019,Summer,Jun,3,monday,FALSE,15350,10491,,,,,,
2019,Summer,Jun,4,tuesday,FALSE,15878,10033,,,,,,
2019,Summer,Jun,5,wednesday,FALSE,16804,10930,,,,,,
2019,Summer,Jun,6,thursday,FALSE,16804,9625,,,,,,
2019,Summer,Jun,7,friday,FALSE,18401,8972,,,,,,
2019,Summer,Jun,8,saturday,TRUE,18766,10109,,,,,,
2019,Summer,Jun,9,sunday,TRUE,9638,8057,,,,,,
2019,Summer,Jun,10,monday,FALSE,17641,11814,,,,,,
2019,Summer,Jun,11,tuesday,FALSE,19054,4501,,,,,,
2019,Summer,Jun,12,wednesday,FALSE,11725,10455,,,,,,
2019,Summer,Jun,13,thursday,FALSE,14815,9454,,,,,,
2019,Summer,Jun,14,friday,FALSE,18933,3651,,,,,,
2019,Summer,Jun,15,saturday,TRUE,7676,10692,,,,,,
2019,Summer,Jun,16,sunday,TRUE,9510,7965,,,,,,
2019,Summer,Jun,17,monday,FALSE,15283,11006,,,,,,
2019,Summer,Jun,18,tuesday,FALSE,17358,7074,,,,,,
2019,Summer,Jun,19,wednesday,FALSE,13894,8660,,,,,,
2019,Summer,Jun,20,thursday,FALSE,13453,9753,,,,,,
2019,Summer,Jun,21,friday,FALSE,17939,9990,,,,,,
2019,Summer,Jun,22,saturday,TRUE,19941,10677,,,,,,
2019,Summer,Jun,23,sunday,TRUE,11105,8392,,,,,,
2019,Summer,Jun,24,monday,FALSE,15249,11469,,,,,,
2019,Summer,Jun,25,tuesday,FALSE,20484,11695,,,,,,
2019,Summer,Jun,26,wednesday,FALSE,19872,11164,,,,,,
2019,Summer,Jun,27,thursday,FALSE,19142,7164,,,,,,
2019,Summer,Jun,28,friday,FALSE,17915,6448,,,,,,
2019,Summer,Jun,29,saturday,TRUE,21418,10877,,,,,,
2019,Summer,Jun,30,sunday,TRUE,13882,11236,,,,,,
2019,Summer,Aug,1,monday,FALSE,19281,10408,,,,,,
2019,Summer,Aug,2,tuesday,FALSE,15708,11110,,,,,,
2019,Summer,Aug,3,wednesday,FALSE,18138,8192,,,,,,
2019,Summer,Aug,4,thursday,FALSE,17174,5399,,,,,,
2019,Summer,Aug,5,friday,FALSE,16562,9255,,,,,,
2019,Summer,Aug,6,saturday,TRUE,18487,11189,,,,,,
2019,Summer,Aug,7,sunday,TRUE,13055,11479,,,,,,
2019,Summer,Aug,8,monday,FALSE,14373,11189,,,,,,
2019,Summer,Aug,9,tuesday,FALSE,19666,11389,,,,,,
2019,Summer,Aug,10,wednesday,FALSE,18099,8798,,,,,,
2019,Summer,Aug,11,thursday,FALSE,18724,9934,,,,,,
2019,Summer,Aug,12,friday,FALSE,20870,9434,,,,,,
2019,Summer,Aug,13,saturday,TRUE,20574,11545,,,,,,
2019,Summer,Aug,14,sunday,TRUE,19625,12201,,,,,,
2019,Summer,Aug,15,monday,FALSE,18368,9195,,,,,,
